day,timestamp,lat,lon,speed_kmh,heading_deg,altitude_m,magvar_deg,accel_x,accel_y,accel_z,dt_s,outlier,source_file
all,2026-08-11T04:00:19,25.774081,-80.140474,48.00,,,,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:20,25.774069,-80.140606,48.00,,,,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:21,25.774057,-80.140739,48.00,,,,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:22,25.774046,-80.140872,48.00,,,,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:23,25.774036,-80.141004,48.00,,,,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:24,25.774026,-80.141137,48.00,,,,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:25,25.774017,-80.141270,48.00,,,,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:26,25.774008,-80.141402,48.00,,,,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:27,25.773999,-80.141535,48.00,,,,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:28,25.773991,-80.141668,48.00,,,,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:29,25.773984,-80.141801,48.00,,,,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:30,25.773977,-80.141934,48.00,,,,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:31,25.773971,-80.142067,48.00,,,,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:32,25.773965,-80.142200,48.00,,,,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:33,25.773960,-80.142333,48.00,,,,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:34,25.773955,-80.142466,48.00,,,,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:35,25.773951,-80.142599,48.00,,,,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:36,25.773948,-80.142732,48.00,,,,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:37,25.773944,-80.142865,48.00,,,,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:38,25.773942,-80.142998,48.00,,,,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_no_ahm.ts
all,2026-08-11T04:00:39,25.773940,-80.143132,48.00,,,,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_no_ahm.ts
