day,timestamp,lat,lon,speed_kmh,heading_deg,altitude_m,magvar_deg,accel_x,accel_y,accel_z,dt_s,outlier,source_file
all,2026-08-03T09:55:11,25.773948,-80.144463,48.00,271.5,-7.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:12,25.773951,-80.144596,48.00,271.8,-6.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:13,25.773955,-80.144729,48.00,272.0,-10.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:14,25.773960,-80.144862,48.00,272.2,-9.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:15,25.773965,-80.144995,48.00,272.5,-8.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:16,25.773971,-80.145128,48.00,272.8,-7.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:17,25.773977,-80.145261,48.00,273.0,-6.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:18,25.773984,-80.145394,48.00,273.2,-10.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:19,25.773991,-80.145527,48.00,273.5,-9.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:20,25.773999,-80.145660,48.00,273.8,-8.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:21,25.774008,-80.145793,48.00,274.0,-7.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:22,25.774017,-80.145926,48.00,274.2,-6.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:23,25.774026,-80.146058,48.00,274.5,-10.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:24,25.774036,-80.146191,48.00,274.8,-9.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:25,25.774046,-80.146324,48.00,275.0,-8.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:26,25.774057,-80.146456,48.00,275.2,-7.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:27,25.774069,-80.146589,48.00,275.5,-6.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:28,25.774081,-80.146721,48.00,275.8,-10.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:29,25.774093,-80.146854,48.00,276.0,-9.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:30,25.774106,-80.146986,48.00,276.2,-8.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:31,25.774120,-80.147118,48.00,276.5,-7.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:32,25.774134,-80.147251,48.00,276.8,-6.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:33,25.774149,-80.147383,48.00,277.0,-10.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:34,25.774164,-80.147515,48.00,277.2,-9.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:35,25.774179,-80.147647,48.00,277.5,-8.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:36,25.774196,-80.147779,48.00,277.8,-7.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:37,25.774212,-80.147911,48.00,278.0,-6.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:38,25.774230,-80.148042,48.00,278.2,-10.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:39,25.774247,-80.148174,48.00,278.5,-9.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:40,25.774265,-80.148306,48.00,278.8,-8.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:41,25.774284,-80.148437,48.00,279.0,-7.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:42,25.774304,-80.148569,48.00,279.2,-6.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:43,25.774323,-80.148700,48.00,279.5,-10.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:44,25.774344,-80.148831,48.00,279.8,-9.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:45,25.774364,-80.148962,48.00,280.0,-8.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:46,25.774386,-80.149093,48.00,280.2,-7.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:47,25.774408,-80.149224,48.00,280.5,-6.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:48,25.774430,-80.149355,48.00,280.8,-10.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:49,25.774453,-80.149486,48.00,281.0,-9.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:50,25.774476,-80.149616,48.00,281.2,-8.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:51,25.774500,-80.149747,48.00,281.5,-7.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:52,25.774525,-80.149877,48.00,281.8,-6.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:53,25.774550,-80.150008,48.00,282.0,-10.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:54,25.774575,-80.150138,48.00,282.2,-9.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:55,25.774601,-80.150268,48.00,282.5,-8.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:56,25.774627,-80.150398,48.00,282.8,-7.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:57,25.774654,-80.150527,48.00,283.0,-6.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:58,25.774682,-80.150657,48.00,283.2,-10.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:55:59,25.774710,-80.150786,48.00,283.5,-9.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:00,25.774738,-80.150916,48.00,283.8,-8.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:01,25.774767,-80.151045,48.00,284.0,-7.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:02,25.774797,-80.151174,48.00,284.2,-6.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:03,25.774827,-80.151303,48.00,284.5,-10.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:04,25.774857,-80.151432,48.00,284.8,-9.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:05,25.774888,-80.151560,48.00,285.0,-8.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:06,25.774920,-80.151689,48.00,285.2,-7.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:07,25.774952,-80.151817,48.00,285.5,-6.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:08,25.774985,-80.151945,48.00,285.8,-10.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:09,25.775018,-80.152073,48.00,286.0,-9.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:10,25.775051,-80.152201,48.00,286.2,-8.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:11,25.775085,-80.152329,48.00,286.5,-7.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:12,25.775120,-80.152456,48.00,286.8,-6.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:13,25.775155,-80.152584,48.00,287.0,-10.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:14,25.775190,-80.152711,48.00,287.2,-9.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:15,25.775226,-80.152838,48.00,287.5,-8.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:16,25.775263,-80.152965,48.00,287.8,-7.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:17,25.775300,-80.153091,48.00,288.0,-6.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:18,25.775338,-80.153218,48.00,288.2,-10.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:19,25.775376,-80.153344,48.00,288.5,-9.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:20,25.775414,-80.153470,48.00,288.8,-8.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:21,25.775453,-80.153596,48.00,289.0,-7.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:22,25.775493,-80.153722,48.00,289.2,-6.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:23,25.775533,-80.153847,48.00,289.5,-10.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:24,25.775573,-80.153973,48.00,289.8,-9.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:25,25.775614,-80.154098,48.00,290.0,-8.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:26,25.775656,-80.154223,48.00,290.2,-7.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:27,25.775698,-80.154347,48.00,290.5,-6.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:28,25.775740,-80.154472,48.00,290.8,-10.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:29,25.775783,-80.154596,48.00,291.0,-9.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:30,25.775827,-80.154720,48.00,291.2,-8.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:31,25.775871,-80.154844,48.00,291.5,-7.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:32,25.775915,-80.154968,48.00,291.8,-6.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:33,25.775960,-80.155091,48.00,292.0,-10.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:34,25.776005,-80.155215,48.00,292.2,-9.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:35,25.776051,-80.155338,48.00,292.5,-8.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:36,25.776098,-80.155460,48.00,292.8,-7.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:37,25.776145,-80.155583,48.00,293.0,-6.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:38,25.776192,-80.155705,48.00,293.2,-10.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:39,25.776240,-80.155827,48.00,293.5,-9.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:40,25.776288,-80.155949,48.00,293.8,-8.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:41,25.776337,-80.156071,48.00,294.0,-7.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:42,25.776386,-80.156192,48.00,294.2,-6.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:43,25.776436,-80.156314,48.00,294.5,-10.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:44,25.776486,-80.156434,48.00,294.8,-9.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:45,25.776537,-80.156555,48.00,295.0,-8.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:46,25.776588,-80.156676,48.00,295.2,-7.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:47,25.776639,-80.156796,48.00,295.5,-6.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:48,25.776692,-80.156916,48.00,295.8,-10.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:49,25.776744,-80.157035,48.00,296.0,-9.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:50,25.776797,-80.157155,48.00,296.2,-8.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:51,25.776851,-80.157274,48.00,296.5,-7.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:52,25.776905,-80.157393,48.00,296.8,-6.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:53,25.776959,-80.157512,48.00,297.0,-10.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:54,25.777014,-80.157630,48.00,297.2,-9.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:55,25.777069,-80.157748,48.00,297.5,-8.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:56,25.777125,-80.157866,48.00,297.8,-7.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:57,25.777181,-80.157983,48.00,298.0,-6.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:58,25.777238,-80.158101,48.00,298.2,-10.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:56:59,25.777295,-80.158218,48.00,298.5,-9.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:00,25.777353,-80.158334,48.00,298.8,-8.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:01,25.777411,-80.158451,48.00,299.0,-7.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:02,25.777470,-80.158567,48.00,299.2,-6.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:03,25.777529,-80.158683,48.00,299.5,-10.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:04,25.777588,-80.158799,48.00,299.8,-9.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:05,25.777648,-80.158914,48.00,300.0,-8.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:06,25.777709,-80.159029,48.00,300.2,-7.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:07,25.777770,-80.159144,48.00,300.5,-6.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:08,25.777831,-80.159258,48.00,300.8,-10.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:09,25.777893,-80.159372,48.00,301.0,-9.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:10,25.777955,-80.159486,48.00,301.2,-8.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:11,25.778017,-80.159600,48.00,301.5,-7.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:12,25.778081,-80.159713,48.00,301.8,-6.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:13,25.778144,-80.159826,48.00,302.0,-10.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:14,25.778208,-80.159938,48.00,302.2,-9.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:15,25.778273,-80.160051,48.00,302.5,-8.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:16,25.778337,-80.160163,48.00,302.8,-7.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:17,25.778403,-80.160274,48.00,303.0,-6.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_basic.ts
all,2026-08-03T09:57:18,25.778468,-80.160386,48.00,303.2,-10.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_basic.ts
