day,timestamp,lat,lon,speed_kmh,heading_deg,altitude_m,magvar_deg,accel_x,accel_y,accel_z,dt_s,outlier,source_file
all,2026-08-05T07:30:39,25.773940,-80.143132,48.00,269.0,-6.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:40,25.773938,-80.143265,48.00,269.2,-10.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:41,25.773937,-80.143398,48.00,269.5,-9.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:42,25.773937,-80.143531,48.00,269.8,-8.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:43,25.773937,-80.143664,48.00,270.0,-7.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:44,25.773937,-80.143797,48.00,270.2,-6.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:45,25.773938,-80.143930,48.00,270.5,-10.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:46,25.773940,-80.144064,48.00,270.8,-9.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:47,25.773942,-80.144197,48.00,271.0,-8.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:48,25.773944,-80.144330,48.00,271.2,-7.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:49,25.773948,-80.144463,48.00,271.5,-6.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:50,25.773951,-80.144596,48.00,271.8,-10.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:51,25.773955,-80.144729,48.00,272.0,-9.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:52,25.773960,-80.144862,48.00,272.2,-8.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:53,25.773965,-80.144995,48.00,272.5,-7.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:54,25.773971,-80.145128,48.00,272.8,-6.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:55,25.773977,-80.145261,48.00,273.0,-10.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:56,25.773984,-80.145394,48.00,273.2,-9.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:57,25.773991,-80.145527,48.00,273.5,-8.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:58,25.773999,-80.145660,48.00,273.8,-7.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:30:59,25.774008,-80.145793,48.00,274.0,-6.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:00,25.774017,-80.145926,48.00,274.2,-10.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:01,25.774026,-80.146058,48.00,274.5,-9.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:02,25.774036,-80.146191,48.00,274.8,-8.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:03,25.774046,-80.146324,48.00,275.0,-7.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:04,25.774057,-80.146456,48.00,275.2,-6.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:05,25.774069,-80.146589,48.00,275.5,-10.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:06,25.774081,-80.146721,48.00,275.8,-9.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:07,25.774093,-80.146854,48.00,276.0,-8.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:08,25.774106,-80.146986,48.00,276.2,-7.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:09,25.774120,-80.147118,48.00,276.5,-6.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:10,25.774134,-80.147251,48.00,276.8,-10.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:11,25.774149,-80.147383,48.00,277.0,-9.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:12,25.774164,-80.147515,48.00,277.2,-8.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:13,25.774179,-80.147647,48.00,277.5,-7.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:14,25.774196,-80.147779,48.00,277.8,-6.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:15,25.774212,-80.147911,48.00,278.0,-10.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:16,25.774230,-80.148042,48.00,278.2,-9.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:17,25.774247,-80.148174,48.00,278.5,-8.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:18,25.774265,-80.148306,48.00,278.8,-7.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_multiblock.ts
all,2026-08-05T07:31:19,25.774284,-80.148437,48.00,279.0,-6.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_multiblock.ts
