day,timestamp,lat,lon,speed_kmh,heading_deg,altitude_m,magvar_deg,accel_x,accel_y,accel_z,dt_s,outlier,source_file
all,2026-08-21T11:00:28,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:29,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:30,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:31,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:32,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:33,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:34,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:35,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:36,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:37,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:38,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:39,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:40,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:41,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:42,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:43,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:44,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:45,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:46,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:47,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:48,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:49,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:50,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:51,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:52,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:53,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:54,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:55,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:56,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:57,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:58,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:00:59,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:00,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:01,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:02,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:03,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:04,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:05,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:06,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:07,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:08,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:09,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:10,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:11,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:12,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:13,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:14,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:15,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:16,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:17,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:18,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:19,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:20,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:21,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:22,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:23,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:24,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:25,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:26,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:27,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:28,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:29,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:30,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:31,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:32,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:33,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:34,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:35,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:36,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:37,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:38,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:39,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:40,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:41,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:42,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:43,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:44,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:45,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:46,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:47,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:48,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:49,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:50,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:51,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:52,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:53,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:54,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.000,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:55,25.774430,-80.137840,0.00,259.0,-10.0,0.0,0.010,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:56,25.774430,-80.137840,0.00,259.0,-9.0,0.0,0.020,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:57,25.774430,-80.137840,0.00,259.0,-8.0,0.0,0.000,0.000,0.000,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:58,25.774430,-80.137840,0.00,259.0,-7.0,0.0,0.010,0.000,0.010,1.000,0,post_static_noise.ts
all,2026-08-21T11:01:59,25.774430,-80.137840,0.00,259.0,-6.0,0.0,0.020,0.000,0.000,1.000,0,post_static_noise.ts
