day,timestamp,lat,lon,speed_kmh,heading_deg,altitude_m,magvar_deg,accel_x,accel_y,accel_z,dt_s,outlier,source_file
all,2026-08-04T08:00:52,25.773960,-80.144862,48.00,272.2,-8.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:00:53,25.773965,-80.144995,48.00,272.5,-7.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:00:54,25.773971,-80.145128,48.00,272.8,-6.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:00:55,25.773977,-80.145261,48.00,273.0,-10.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:00:56,25.773984,-80.145394,48.00,273.2,-9.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:00:57,25.773991,-80.145527,48.00,273.5,-8.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:00:58,25.773999,-80.145660,48.00,273.8,-7.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:00:59,25.774008,-80.145793,48.00,274.0,-6.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:00,25.774017,-80.145926,48.00,274.2,-10.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:01,25.774026,-80.146058,48.00,274.5,-9.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:02,25.774036,-80.146191,48.00,274.8,-8.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:03,25.774046,-80.146324,48.00,275.0,-7.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:04,25.774057,-80.146456,48.00,275.2,-6.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:05,25.774069,-80.146589,48.00,275.5,-10.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:06,25.774081,-80.146721,48.00,275.8,-9.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:07,25.774093,-80.146854,48.00,276.0,-8.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:08,25.774106,-80.146986,48.00,276.2,-7.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:09,25.774120,-80.147118,48.00,276.5,-6.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:10,25.774134,-80.147251,48.00,276.8,-10.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:11,25.774149,-80.147383,48.00,277.0,-9.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:12,25.774164,-80.147515,48.00,277.2,-8.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:13,25.774179,-80.147647,48.00,277.5,-7.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:14,25.774196,-80.147779,48.00,277.8,-6.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:15,25.774212,-80.147911,48.00,278.0,-10.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:16,25.774230,-80.148042,48.00,278.2,-9.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:17,25.774247,-80.148174,48.00,278.5,-8.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:18,25.774265,-80.148306,48.00,278.8,-7.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:19,25.774284,-80.148437,48.00,279.0,-6.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:20,25.774304,-80.148569,48.00,279.2,-10.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:21,25.774323,-80.148700,48.00,279.5,-9.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:22,25.774344,-80.148831,48.00,279.8,-8.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:23,25.774364,-80.148962,48.00,280.0,-7.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:24,25.774386,-80.149093,48.00,280.2,-6.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:25,25.774408,-80.149224,48.00,280.5,-10.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:26,25.774430,-80.149355,48.00,280.8,-9.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:27,25.774453,-80.149486,48.00,281.0,-8.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:28,25.774476,-80.149616,48.00,281.2,-7.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:29,25.774500,-80.149747,48.00,281.5,-6.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:30,25.774525,-80.149877,48.00,281.8,-10.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:31,25.774550,-80.150008,48.00,282.0,-9.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:32,25.774575,-80.150138,48.00,282.2,-8.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:33,25.774601,-80.150268,48.00,282.5,-7.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:34,25.774627,-80.150398,48.00,282.8,-6.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:35,25.774654,-80.150527,48.00,283.0,-10.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:36,25.774682,-80.150657,48.00,283.2,-9.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:37,25.774710,-80.150786,48.00,283.5,-8.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:38,25.774738,-80.150916,48.00,283.8,-7.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:39,25.774767,-80.151045,48.00,284.0,-6.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:40,25.774797,-80.151174,48.00,284.2,-10.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:41,25.774827,-80.151303,48.00,284.5,-9.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:42,25.774857,-80.151432,48.00,284.8,-8.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:43,25.774888,-80.151560,48.00,285.0,-7.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:44,25.774920,-80.151689,48.00,285.2,-6.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:45,25.774952,-80.151817,48.00,285.5,-10.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:46,25.774985,-80.151945,48.00,285.8,-9.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:47,25.775018,-80.152073,48.00,286.0,-8.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:48,25.775051,-80.152201,48.00,286.2,-7.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:49,25.775085,-80.152329,48.00,286.5,-6.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:50,25.775120,-80.152456,48.00,286.8,-10.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:51,25.775155,-80.152584,48.00,287.0,-9.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:52,25.775190,-80.152711,48.00,287.2,-8.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:53,25.775226,-80.152838,48.00,287.5,-7.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:54,25.775263,-80.152965,48.00,287.8,-6.0,0.0,0.000,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:55,25.775300,-80.153091,48.00,288.0,-10.0,0.0,0.010,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:56,25.775338,-80.153218,48.00,288.2,-9.0,0.0,0.020,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:57,25.775376,-80.153344,48.00,288.5,-8.0,0.0,0.000,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:58,25.775414,-80.153470,48.00,288.8,-7.0,0.0,0.010,0.000,0.010,1.000,0,ligo_ts_trailer_stride140.ts
all,2026-08-04T08:01:59,25.775453,-80.153596,48.00,289.0,-6.0,0.0,0.020,0.000,0.000,1.000,0,ligo_ts_trailer_stride140.ts
